job_id,job_title,company_name,required_skills,location,salary,job_type,experience_level,remote,job_description,requirements
KG-100543,Product Manager (Tech),Capgemini,"Kubernetes, React, Power BI","Toronto, Canada",242.53 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, React, Power BI. Naryn Energy offers a Full-time position located in Kara-Balta.","Kubernetes, React, Power BI"
KG-100060,UI/UX Designer,Capgemini,"C#, AWS","Berlin, Germany",293.99 USD/month,Part-time,Mid-level,No,"This role requires strong skills in C#, AWS. BishTech offers a Part-time position located in Batken.","C#, AWS"
KG-100112,Cloud Engineer,Amazon,"React, Excel, Sales","Tokyo, Japan",296.51 USD/month,Full-time,Senior,No,"This role requires strong skills in React, Excel, Sales. EduFuture offers a Full-time position located in Karakol.","React, Excel, Sales"
KG-100364,Frontend Developer,Microsoft,"Flask, C#, Project Management, React","London, UK",422.11 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Flask, C#, Project Management, React. Nomad Retail offers a Full-time position located in Kara-Balta.","Flask, C#, Project Management, React"
KG-100355,IT Support Specialist,Accenture,"Excel, Git, Marketing","New York, USA",356.64 USD/month,Full-time,Junior,No,"This role requires strong skills in Excel, Git, Marketing. GreenBuild offers a Full-time position located in Osh.","Excel, Git, Marketing"
KG-100263,Software Engineer,IBM,"Customer Service, Flask, AWS","Dubai, UAE",85.92 USD/month,Contract,,No,"This role requires strong skills in Customer Service, Flask, AWS. Talas Agro offers a Contract position located in Kara-Balta.","Customer Service, Flask, AWS"
KG-100526,QA Engineer,Siemens,"Docker, Flask, SQL","Dubai, UAE",,Full-time,,No,"This role requires strong skills in Docker, Flask, SQL. EduFuture offers a Full-time position located in Kant.","Docker, Flask, SQL"
KG-100298,Product Manager (Tech),Cisco,"Accounting, JavaScript, Customer Service","Sydney, Australia",,Full-time,Mid-level,No,"This role requires strong skills in Accounting, JavaScript, Customer Service. Talas Agro offers a Full-time position located in Osh.","Accounting, JavaScript, Customer Service"
KG-100151,IT Support Specialist,Capgemini,"Excel, Linux, Azure, NumPy","Toronto, Canada",494.94 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Excel, Linux, Azure, NumPy. Central Hospital offers a Full-time position located in Naryn.","Excel, Linux, Azure, NumPy"
KG-100267,Full Stack Developer,Accenture,"Azure, Docker","Sydney, Australia",328.65 USD/month,Temporary,,No,"This role requires strong skills in Azure, Docker. Sunrise Marketing offers a Temporary position located in Kara-Balta.","Azure, Docker"
KG-100519,Database Administrator,Capgemini,"NumPy, C#, Pandas","Tokyo, Japan",,Full-time,Senior,No,"This role requires strong skills in NumPy, C#, Pandas. DataMinds KG offers a Full-time position located in Kant.","NumPy, C#, Pandas"
KG-100531,Mobile App Developer,Intel,"Accounting, AWS, Excel","Dubai, UAE",2330.92 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Accounting, AWS, Excel. Batken Transport offers a Full-time position located in Talas.","Accounting, AWS, Excel"
KG-100039,Data Scientist,Google,"Teaching, Python, Pandas","Tokyo, Japan",431.15 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Teaching, Python, Pandas. Naryn Energy offers a Full-time position located in Kara-Balta.","Teaching, Python, Pandas"
KG-100432,Systems Engineer,Accenture,"Sales, Flask, Kubernetes","Sydney, Australia",3079.18 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, Flask, Kubernetes. SilkRoad Foods offers a Full-time position located in Bishkek.","Sales, Flask, Kubernetes"
KG-100308,Machine Learning Engineer,Amazon,"Linux, JavaScript, Excel","Sydney, Australia",248.61 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Linux, JavaScript, Excel. Naryn Energy offers a Full-time position located in Bishkek.","Linux, JavaScript, Excel"
KG-100199,Data Scientist,Cisco,"Power BI, Azure, Kubernetes, Java","New York, USA",727.57 USD/month,Full-time,Senior,No,"This role requires strong skills in Power BI, Azure, Kubernetes, Java. KyrgyzTrade offers a Full-time position located in Batken.","Power BI, Azure, Kubernetes, Java"
KG-100356,Backend Developer,Sony,"React, Sales","New York, USA",,Full-time,Senior,No,"This role requires strong skills in React, Sales. BishTech offers a Full-time position located in Karakol.","React, Sales"
KG-100147,AI Engineer,Deloitte,"Marketing, Customer Service, Power BI","Tokyo, Japan",,Full-time,Mid-level,No,"This role requires strong skills in Marketing, Customer Service, Power BI. EduFuture offers a Full-time position located in Karakol.","Marketing, Customer Service, Power BI"
KG-100471,Network Administrator,Cisco,"NumPy, Python","Toronto, Canada",430.83 USD/month,Contract,Mid-level,No,"This role requires strong skills in NumPy, Python. Nomad Retail offers a Contract position located in Talas.","NumPy, Python"
KG-100533,Product Manager (Tech),Sony,"Sales, Accounting, Django, Azure","Berlin, Germany",358.42 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, Accounting, Django, Azure. DataMinds KG offers a Full-time position located in Karakol.","Sales, Accounting, Django, Azure"
KG-100148,Software Engineer,Google,"Teaching, Docker, Pandas, Git","Sydney, Australia",171.72 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Teaching, Docker, Pandas, Git. Naryn Energy offers a Full-time position located in Naryn.","Teaching, Docker, Pandas, Git"
KG-100421,Systems Engineer,Amazon,"Java, React","Paris, France",220.82 USD/month,Contract,Junior,No,"This role requires strong skills in Java, React. Alatoo Bank offers a Contract position located in Bishkek.","Java, React"
KG-100349,Machine Learning Engineer,Accenture,"Marketing, Customer Service, AWS",Singapore,580.29 USD/month,Part-time,Senior,No,"This role requires strong skills in Marketing, Customer Service, AWS. Nomad Retail offers a Part-time position located in Naryn.","Marketing, Customer Service, AWS"
KG-100326,IT Support Specialist,Capgemini,"Accounting, Excel, NumPy","Paris, France",,Internship,Senior,No,"This role requires strong skills in Accounting, Excel, NumPy. Alatoo Bank offers a Internship position located in Karakol.","Accounting, Excel, NumPy"
KG-100514,Cloud Engineer,SAP,"Teaching, NumPy, Python, Git","Dubai, UAE",60.31 USD/month,Full-time,,No,"This role requires strong skills in Teaching, NumPy, Python, Git. HR Solutions KG offers a Full-time position located in Bishkek.","Teaching, NumPy, Python, Git"
KG-100124,Software Engineer,SAP,"Excel, Git, NumPy","Amsterdam, Netherlands",183.42 USD/month,Full-time,Junior,No,"This role requires strong skills in Excel, Git, NumPy. EduFuture offers a Full-time position located in Talas.","Excel, Git, NumPy"
KG-100503,UI/UX Designer,Microsoft,"Django, Flask, Excel, Pandas","Dubai, UAE",437.97 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, Flask, Excel, Pandas. Osh Logistics offers a Full-time position located in Jalal-Abad.","Django, Flask, Excel, Pandas"
KG-100097,QA Engineer,Apple,"Marketing, React, Python, JavaScript","Dubai, UAE",475.93 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Marketing, React, Python, JavaScript. Osh Logistics offers a Full-time position located in Kant.","Marketing, React, Python, JavaScript"
KG-100144,Full Stack Developer,Cisco,"Docker, React","New York, USA",,Full-time,Mid-level,No,"This role requires strong skills in Docker, React. DataMinds KG offers a Full-time position located in Karakol.","Docker, React"
KG-100240,IT Support Specialist,Microsoft,"Customer Service, Communication, Tableau","Sydney, Australia",,Part-time,Mid-level,No,"This role requires strong skills in Customer Service, Communication, Tableau. DataMinds KG offers a Part-time position located in Bishkek.","Customer Service, Communication, Tableau"
KG-100426,Cloud Engineer,Siemens,"C#, Marketing, Project Management, JavaScript","London, UK",638.65 USD/month,Full-time,Senior,No,"This role requires strong skills in C#, Marketing, Project Management, JavaScript. Batken Transport offers a Full-time position located in Kara-Balta.","C#, Marketing, Project Management, JavaScript"
KG-100098,Network Administrator,Accenture,"Tableau, JavaScript, Excel, Azure","Tokyo, Japan",469.43 USD/month,Internship,Mid-level,No,"This role requires strong skills in Tableau, JavaScript, Excel, Azure. Nomad Retail offers a Internship position located in Tokmok.","Tableau, JavaScript, Excel, Azure"
KG-100325,Full Stack Developer,Amazon,"Linux, Excel",Singapore,,Full-time,Mid-level,No,"This role requires strong skills in Linux, Excel. SilkRoad Foods offers a Full-time position located in Osh.","Linux, Excel"
KG-100280,Network Administrator,Apple,"Flask, Pandas, JavaScript, Python","Dubai, UAE",246.11 USD/month,Part-time,Senior,No,"This role requires strong skills in Flask, Pandas, JavaScript, Python. Talas Agro offers a Part-time position located in Jalal-Abad.","Flask, Pandas, JavaScript, Python"
KG-100294,Product Manager (Tech),Google,"SQL, Git","New York, USA",312.07 USD/month,Contract,,No,"This role requires strong skills in SQL, Git. DataMinds KG offers a Contract position located in Batken.","SQL, Git"
KG-100478,Product Manager (Tech),Siemens,"AWS, Project Management, Kubernetes","London, UK",394.53 USD/month,Part-time,Mid-level,No,"This role requires strong skills in AWS, Project Management, Kubernetes. SilkRoad Foods offers a Part-time position located in Karakol.","AWS, Project Management, Kubernetes"
KG-100123,Cloud Engineer,Accenture,"Construction, Django, Customer Service, Flask","Amsterdam, Netherlands",191.25 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Django, Customer Service, Flask. DataMinds KG offers a Full-time position located in Kara-Balta.","Construction, Django, Customer Service, Flask"
KG-100184,Systems Engineer,Apple,"Azure, Tableau, Excel, AWS","London, UK",476.94 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Azure, Tableau, Excel, AWS. GreenBuild offers a Full-time position located in Tokmok.","Azure, Tableau, Excel, AWS"
KG-100203,Cybersecurity Specialist,SAP,"React, Linux, Tableau","Amsterdam, Netherlands",454.78 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, Linux, Tableau. AitikSoft offers a Full-time position located in Karakol.","React, Linux, Tableau"
KG-100324,Data Analyst,Apple,"Customer Service, C#, Accounting, AWS","Toronto, Canada",481.39 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Customer Service, C#, Accounting, AWS. GreenBuild offers a Full-time position located in Jalal-Abad.","Customer Service, C#, Accounting, AWS"
KG-100247,Full Stack Developer,Microsoft,"Docker, Azure, Excel","London, UK",,Full-time,Mid-level,Yes,"This role requires strong skills in Docker, Azure, Excel. Batken Transport offers a Full-time position located in Jalal-Abad.","Docker, Azure, Excel"
KG-100513,Frontend Developer,Oracle,"Docker, Project Management, Excel, Customer Service","Toronto, Canada",182.92 USD/month,Full-time,Junior,No,"This role requires strong skills in Docker, Project Management, Excel, Customer Service. BishTech offers a Full-time position located in Osh.","Docker, Project Management, Excel, Customer Service"
KG-100458,Mobile App Developer,Intel,"Pandas, Sales, Excel","London, UK",2347.52 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Pandas, Sales, Excel. DataMinds KG offers a Full-time position located in Jalal-Abad.","Pandas, Sales, Excel"
KG-100479,Full Stack Developer,IBM,"Django, Communication, Pandas, Teaching","Tokyo, Japan",67.7 USD/month,Full-time,,No,"This role requires strong skills in Django, Communication, Pandas, Teaching. Alatoo Bank offers a Full-time position located in Talas.","Django, Communication, Pandas, Teaching"
KG-100500,Product Manager (Tech),Capgemini,"Flask, Communication","London, UK",266.29 USD/month,Full-time,Senior,No,"This role requires strong skills in Flask, Communication. AitikSoft offers a Full-time position located in Batken.","Flask, Communication"
KG-100530,Network Administrator,Apple,"Pandas, Power BI, Java","Tokyo, Japan",405.46 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Pandas, Power BI, Java. BishTech offers a Full-time position located in Jalal-Abad.","Pandas, Power BI, Java"
KG-100389,QA Engineer,Microsoft,"Django, Tableau, React, Marketing, Azure","Amsterdam, Netherlands",,Full-time,Senior,No,"This role requires strong skills in Django, Tableau, React, Marketing, Azure. AitikSoft offers a Full-time position located in Osh.","Django, Tableau, React, Marketing, Azure"
KG-100126,QA Engineer,Deloitte,"Docker, Pandas, Marketing",Singapore,1705.97 USD/month,Full-time,,No,"This role requires strong skills in Docker, Pandas, Marketing. Sunrise Marketing offers a Full-time position located in Tokmok.","Docker, Pandas, Marketing"
KG-100582,AI Engineer,Sony,"Accounting, Git, Kubernetes","London, UK",473.04 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Accounting, Git, Kubernetes. Osh Logistics offers a Full-time position located in Naryn.","Accounting, Git, Kubernetes"
KG-100224,Machine Learning Engineer,Accenture,"Python, Construction, Pandas","Sydney, Australia",5473.33 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Python, Construction, Pandas. KyrgyzTrade offers a Full-time position located in Kant.","Python, Construction, Pandas"
KG-100343,Cloud Engineer,Deloitte,"Communication, JavaScript, Marketing, Git, Azure","Dubai, UAE",205.27 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Communication, JavaScript, Marketing, Git, Azure. AitikSoft offers a Full-time position located in Osh.","Communication, JavaScript, Marketing, Git, Azure"
KG-100054,Automation Tester,Siemens,"Java, AWS, Project Management, Accounting","Berlin, Germany",324.75 USD/month,Contract,Junior,No,"This role requires strong skills in Java, AWS, Project Management, Accounting. Sunrise Marketing offers a Contract position located in Jalal-Abad.","Java, AWS, Project Management, Accounting"
KG-100220,Network Administrator,Sony,"Tableau, Marketing, Git","London, UK",514.04 USD/month,Full-time,,No,"This role requires strong skills in Tableau, Marketing, Git. KyrgyzTrade offers a Full-time position located in Kant.","Tableau, Marketing, Git"
KG-100130,Systems Engineer,Sony,"Kubernetes, JavaScript, C#","London, UK",614.79 USD/month,Full-time,Senior,No,"This role requires strong skills in Kubernetes, JavaScript, C#. Central Hospital offers a Full-time position located in Kant.","Kubernetes, JavaScript, C#"
KG-100544,Cloud Engineer,Oracle,"Kubernetes, Communication","Paris, France",320.39 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, Communication. KyrgyzTrade offers a Full-time position located in Karakol.","Kubernetes, Communication"
KG-100394,Backend Developer,Google,"Communication, Linux, Java, Customer Service","Tokyo, Japan",163.55 USD/month,Part-time,Junior,No,"This role requires strong skills in Communication, Linux, Java, Customer Service. HR Solutions KG offers a Part-time position located in Kant.","Communication, Linux, Java, Customer Service"
KG-100448,Mobile App Developer,Siemens,"JavaScript, Linux, Django","Sydney, Australia",136.53 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, Linux, Django. Sunrise Marketing offers a Full-time position located in Osh.","JavaScript, Linux, Django"
KG-100546,Mobile App Developer,Amazon,"Pandas, Customer Service, Kubernetes","Paris, France",637.66 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Pandas, Customer Service, Kubernetes. AitikSoft offers a Full-time position located in Kant.","Pandas, Customer Service, Kubernetes"
KG-100396,Machine Learning Engineer,Deloitte,"Marketing, Customer Service, Excel, Linux","New York, USA",560.84 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Marketing, Customer Service, Excel, Linux. Batken Transport offers a Full-time position located in Batken.","Marketing, Customer Service, Excel, Linux"
KG-100567,Full Stack Developer,Accenture,"Kubernetes, Azure","Sydney, Australia",,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, Azure. KyrgyzTrade offers a Full-time position located in Jalal-Abad.","Kubernetes, Azure"
KG-100403,Mobile App Developer,Sony,"Django, Kubernetes, Docker","New York, USA",196.64 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Django, Kubernetes, Docker. CloudKyrgyz offers a Part-time position located in Naryn.","Django, Kubernetes, Docker"
KG-100387,Data Analyst,Amazon,"Accounting, C#, Python","Sydney, Australia",424.91 USD/month,Contract,Senior,No,"This role requires strong skills in Accounting, C#, Python. HR Solutions KG offers a Contract position located in Talas.","Accounting, C#, Python"
KG-100581,DevOps Engineer,Google,"Kubernetes, Linux, Django","Berlin, Germany",,Contract,,Yes,"This role requires strong skills in Kubernetes, Linux, Django. GreenBuild offers a Contract position located in Bishkek.","Kubernetes, Linux, Django"
KG-100295,Network Administrator,Oracle,"Construction, Accounting","London, UK",294.4 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Accounting. Osh Logistics offers a Full-time position located in Tokmok.","Construction, Accounting"
KG-100501,Data Analyst,Accenture,"Teaching, Customer Service, SQL",Singapore,5054.84 USD/month,Part-time,Junior,No,"This role requires strong skills in Teaching, Customer Service, SQL. Nomad Retail offers a Part-time position located in Tokmok.","Teaching, Customer Service, SQL"
KG-100483,AI Engineer,Oracle,"Java, C#, Communication","Tokyo, Japan",415.65 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, C#, Communication. DataMinds KG offers a Full-time position located in Karakol.","Java, C#, Communication"
KG-100416,Data Analyst,Intel,"Django, Project Management, Construction","Toronto, Canada",238.8 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, Project Management, Construction. Batken Transport offers a Full-time position located in Kara-Balta.","Django, Project Management, Construction"
KG-100113,IT Support Specialist,Apple,"Linux, Communication, SQL, Accounting","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in Linux, Communication, SQL, Accounting. Sunrise Marketing offers a Full-time position located in Karakol.","Linux, Communication, SQL, Accounting"
KG-100180,Data Scientist,Microsoft,"C#, Java",Singapore,490.46 USD/month,Contract,Mid-level,No,"This role requires strong skills in C#, Java. Naryn Energy offers a Contract position located in Tokmok.","C#, Java"
KG-100422,Machine Learning Engineer,Cisco,"React, Construction, Communication, Excel","Berlin, Germany",386.34 USD/month,Full-time,Junior,Yes,"This role requires strong skills in React, Construction, Communication, Excel. KyrgyzTrade offers a Full-time position located in Tokmok.","React, Construction, Communication, Excel"
KG-100468,Cloud Engineer,Cisco,"AWS, Construction, SQL","Paris, France",326.72 USD/month,Internship,Junior,No,"This role requires strong skills in AWS, Construction, SQL. Talas Agro offers a Internship position located in Karakol.","AWS, Construction, SQL"
KG-100450,Data Scientist,Sony,"NumPy, Azure, Tableau","Amsterdam, Netherlands",384.92 USD/month,Full-time,Mid-level,No,"This role requires strong skills in NumPy, Azure, Tableau. Central Hospital offers a Full-time position located in Osh.","NumPy, Azure, Tableau"
KG-100374,AI Engineer,SAP,"React, Project Management, Accounting","Paris, France",150.97 USD/month,Part-time,Mid-level,No,"This role requires strong skills in React, Project Management, Accounting. BishTech offers a Part-time position located in Jalal-Abad.","React, Project Management, Accounting"
KG-100315,QA Engineer,Oracle,"Django, Python","London, UK",273.19 USD/month,Full-time,Junior,No,"This role requires strong skills in Django, Python. Batken Transport offers a Full-time position located in Jalal-Abad.","Django, Python"
KG-100152,Data Scientist,SAP,"Kubernetes, Git, Flask","Paris, France",214.08 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, Git, Flask. CloudKyrgyz offers a Full-time position located in Jalal-Abad.","Kubernetes, Git, Flask"
KG-100583,DevOps Engineer,Google,"Accounting, Kubernetes, Azure, Tableau","Berlin, Germany",197.91 USD/month,Contract,Mid-level,No,"This role requires strong skills in Accounting, Kubernetes, Azure, Tableau. ITBridge offers a Contract position located in Kara-Balta.","Accounting, Kubernetes, Azure, Tableau"
KG-100234,Automation Tester,SAP,"React, Communication, Excel","London, UK",,Full-time,Junior,No,"This role requires strong skills in React, Communication, Excel. Batken Transport offers a Full-time position located in Kara-Balta.","React, Communication, Excel"
KG-100307,AI Engineer,Capgemini,"Kubernetes, C#, Git, Communication","London, UK",3952.52 USD/month,Full-time,Senior,No,"This role requires strong skills in Kubernetes, C#, Git, Communication. GlobalDev KG offers a Full-time position located in Jalal-Abad.","Kubernetes, C#, Git, Communication"
KG-100550,Full Stack Developer,Sony,"Customer Service, Tableau, Excel","Sydney, Australia",630.13 USD/month,Full-time,Senior,No,"This role requires strong skills in Customer Service, Tableau, Excel. GlobalDev KG offers a Full-time position located in Tokmok.","Customer Service, Tableau, Excel"
KG-100165,Frontend Developer,Siemens,"Flask, Docker, Pandas","Berlin, Germany",519.85 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Flask, Docker, Pandas. KyrgyzTrade offers a Full-time position located in Kant.","Flask, Docker, Pandas"
KG-100318,Cloud Engineer,Cisco,"Customer Service, Kubernetes, Construction, Power BI","Tokyo, Japan",,Full-time,Senior,No,"This role requires strong skills in Customer Service, Kubernetes, Construction, Power BI. GlobalDev KG offers a Full-time position located in Tokmok.","Customer Service, Kubernetes, Construction, Power BI"
KG-100137,AI Engineer,Intel,"Teaching, React, NumPy","Sydney, Australia",233.12 USD/month,Full-time,Senior,No,"This role requires strong skills in Teaching, React, NumPy. AitikSoft offers a Full-time position located in Talas.","Teaching, React, NumPy"
KG-100411,AI Engineer,Google,"Git, Sales","Sydney, Australia",370.31 USD/month,Full-time,Senior,No,"This role requires strong skills in Git, Sales. Batken Transport offers a Full-time position located in Karakol.","Git, Sales"
KG-100198,AI Engineer,Siemens,"Java, Excel, Git","Berlin, Germany",533.97 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Java, Excel, Git. Osh Logistics offers a Part-time position located in Kant.","Java, Excel, Git"
KG-100569,AI Engineer,Siemens,"Construction, Kubernetes","Dubai, UAE",4778.29 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Construction, Kubernetes. HR Solutions KG offers a Full-time position located in Jalal-Abad.","Construction, Kubernetes"
KG-100259,Frontend Developer,Meta,"Pandas, Java, Flask","Dubai, UAE",847.42 USD/month,Full-time,,No,"This role requires strong skills in Pandas, Java, Flask. Alatoo Bank offers a Full-time position located in Kara-Balta.","Pandas, Java, Flask"
KG-100233,DevOps Engineer,Apple,"Communication, Java","Tokyo, Japan",856.12 USD/month,Contract,,No,"This role requires strong skills in Communication, Java. Sunrise Marketing offers a Contract position located in Tokmok.","Communication, Java"
KG-100116,IT Support Specialist,Capgemini,"Construction, Power BI, Java","Paris, France",616.83 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Power BI, Java. Nomad Retail offers a Full-time position located in Naryn.","Construction, Power BI, Java"
KG-100121,Machine Learning Engineer,Amazon,"Java, Docker, Flask",Singapore,285.39 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, Docker, Flask. Alatoo Bank offers a Full-time position located in Kara-Balta.","Java, Docker, Flask"
KG-100489,IT Support Specialist,Intel,"Django, JavaScript, C#, Kubernetes, Construction","Dubai, UAE",181.4 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, JavaScript, C#, Kubernetes, Construction. ITBridge offers a Full-time position located in Osh.","Django, JavaScript, C#, Kubernetes, Construction"
KG-100377,QA Engineer,Intel,"Power BI, NumPy","Amsterdam, Netherlands",849.9 USD/month,Full-time,,No,"This role requires strong skills in Power BI, NumPy. KyrgyzTrade offers a Full-time position located in Kara-Balta.","Power BI, NumPy"
KG-100385,Software Engineer,Accenture,"Construction, JavaScript, Python","Sydney, Australia",,Full-time,Junior,No,"This role requires strong skills in Construction, JavaScript, Python. Talas Agro offers a Full-time position located in Tokmok.","Construction, JavaScript, Python"
KG-100225,Software Engineer,Microsoft,"Linux, Accounting, Marketing","New York, USA",197.71 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Linux, Accounting, Marketing. Nomad Retail offers a Part-time position located in Tokmok.","Linux, Accounting, Marketing"
KG-100568,Automation Tester,Deloitte,"JavaScript, Customer Service, React, Linux","Tokyo, Japan",234.91 USD/month,Full-time,Mid-level,No,"This role requires strong skills in JavaScript, Customer Service, React, Linux. Osh Logistics offers a Full-time position located in Bishkek.","JavaScript, Customer Service, React, Linux"
KG-100457,Systems Engineer,SAP,"NumPy, Java, SQL","Tokyo, Japan",263.73 USD/month,Full-time,Senior,No,"This role requires strong skills in NumPy, Java, SQL. ITBridge offers a Full-time position located in Talas.","NumPy, Java, SQL"
KG-100348,DevOps Engineer,Amazon,"NumPy, Pandas, Project Management, JavaScript",Singapore,687.98 USD/month,Full-time,Mid-level,No,"This role requires strong skills in NumPy, Pandas, Project Management, JavaScript. SilkRoad Foods offers a Full-time position located in Batken.","NumPy, Pandas, Project Management, JavaScript"
KG-100128,QA Engineer,Microsoft,"Git, Project Management, Marketing","Toronto, Canada",388.01 USD/month,Full-time,Junior,No,"This role requires strong skills in Git, Project Management, Marketing. Naryn Energy offers a Full-time position located in Karakol.","Git, Project Management, Marketing"
KG-100591,Cybersecurity Specialist,Intel,"NumPy, Sales","Tokyo, Japan",224.08 USD/month,Part-time,Senior,No,"This role requires strong skills in NumPy, Sales. Naryn Energy offers a Part-time position located in Osh.","NumPy, Sales"
KG-100286,Cybersecurity Specialist,SAP,"Tableau, React, Power BI","New York, USA",320.34 USD/month,Contract,Mid-level,No,"This role requires strong skills in Tableau, React, Power BI. DataMinds KG offers a Contract position located in Naryn.","Tableau, React, Power BI"
KG-100554,IT Support Specialist,Cisco,"C#, Flask, Accounting","London, UK",242.56 USD/month,Full-time,Senior,No,"This role requires strong skills in C#, Flask, Accounting. Nomad Retail offers a Full-time position located in Talas.","C#, Flask, Accounting"
KG-100044,QA Engineer,Deloitte,"React, Power BI","Tokyo, Japan",,Full-time,Mid-level,No,"This role requires strong skills in React, Power BI. SilkRoad Foods offers a Full-time position located in Naryn.","React, Power BI"
KG-100108,Software Engineer,Sony,"JavaScript, Java","Amsterdam, Netherlands",109.18 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, Java. Batken Transport offers a Full-time position located in Talas.","JavaScript, Java"
KG-100565,Data Scientist,IBM,"Construction, Flask, Docker","Tokyo, Japan",,Full-time,Mid-level,No,"This role requires strong skills in Construction, Flask, Docker. ITBridge offers a Full-time position located in Talas.","Construction, Flask, Docker"
KG-100445,UI/UX Designer,Deloitte,"Power BI, C#","Paris, France",436.44 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Power BI, C#. CloudKyrgyz offers a Full-time position located in Talas.","Power BI, C#"
KG-100134,Frontend Developer,Meta,"Kubernetes, C#, JavaScript","Dubai, UAE",792.18 USD/month,Full-time,,No,"This role requires strong skills in Kubernetes, C#, JavaScript. Talas Agro offers a Full-time position located in Talas.","Kubernetes, C#, JavaScript"
KG-100496,Mobile App Developer,SAP,"Python, AWS, Construction","Dubai, UAE",323.74 USD/month,Internship,Junior,No,"This role requires strong skills in Python, AWS, Construction. Naryn Energy offers a Internship position located in Karakol.","Python, AWS, Construction"
KG-100045,Product Manager (Tech),Accenture,"Sales, Tableau, Marketing, Teaching","Toronto, Canada",658.92 USD/month,Full-time,,No,"This role requires strong skills in Sales, Tableau, Marketing, Teaching. Osh Logistics offers a Full-time position located in Karakol.","Sales, Tableau, Marketing, Teaching"
KG-100170,Full Stack Developer,SAP,"Excel, Django, Teaching","New York, USA",,Full-time,Mid-level,No,"This role requires strong skills in Excel, Django, Teaching. HR Solutions KG offers a Full-time position located in Jalal-Abad.","Excel, Django, Teaching"
KG-100066,Backend Developer,Deloitte,"Django, Tableau, Construction, Flask","Paris, France",373.98 USD/month,Full-time,Junior,No,"This role requires strong skills in Django, Tableau, Construction, Flask. EduFuture offers a Full-time position located in Karakol.","Django, Tableau, Construction, Flask"
KG-100284,Product Manager (Tech),Deloitte,"React, Linux","Berlin, Germany",,Full-time,Mid-level,Yes,"This role requires strong skills in React, Linux. HR Solutions KG offers a Full-time position located in Jalal-Abad.","React, Linux"
KG-100086,Data Scientist,Capgemini,"Accounting, Customer Service",Singapore,3931.83 USD/month,Full-time,Junior,No,"This role requires strong skills in Accounting, Customer Service. HR Solutions KG offers a Full-time position located in Kant.","Accounting, Customer Service"
KG-100243,Automation Tester,Google,"SQL, Customer Service, Power BI","Berlin, Germany",251.26 USD/month,Full-time,Mid-level,No,"This role requires strong skills in SQL, Customer Service, Power BI. KyrgyzTrade offers a Full-time position located in Jalal-Abad.","SQL, Customer Service, Power BI"
KG-100187,QA Engineer,Oracle,"Accounting, React","Toronto, Canada",311.25 USD/month,Full-time,Junior,No,"This role requires strong skills in Accounting, React. GlobalDev KG offers a Full-time position located in Batken.","Accounting, React"
KG-100327,IT Support Specialist,Deloitte,"Django, AWS, C#","Dubai, UAE",184.42 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, AWS, C#. Batken Transport offers a Full-time position located in Bishkek.","Django, AWS, C#"
